iter	MultiClass
162	0.151447124
163	0.1510908275
164	0.150521228
165	0.1498571842
166	0.1491531696
167	0.1486055276
168	0.1480188601
169	0.1476447765
170	0.147348474
171	0.1468946388
172	0.1464604161
173	0.1459917565
174	0.1454429982
175	0.1449567325
176	0.1444781079
177	0.1439690992
178	0.1436206383
179	0.1431416358
180	0.1426860082
181	0.1421581154
182	0.1415762181
183	0.141114779
184	0.1405185528
185	0.1400018809
186	0.1395012295
187	0.1391697018
188	0.1386907744
189	0.1381011433
190	0.1374240264
191	0.1371007959
192	0.1364742869
193	0.1360458855
194	0.1357747579
195	0.135008805
196	0.1347532012
197	0.1342897056
198	0.1336519067
199	0.1332790079
200	0.1325066926
201	0.1322280217
202	0.1317695235
203	0.1312923016
204	0.1309130768
205	0.1304022778
206	0.1297317456
207	0.1293339373
208	0.1287137987
209	0.1282374153
210	0.1277250026
211	0.1272187908
212	0.1268061158
213	0.1263510092
214	0.12600022
215	0.1256088125
216	0.1252928799
217	0.1250187645
218	0.1244552664
219	0.1240799903
220	0.1236922337
221	0.1233694737
222	0.1229314893
223	0.1223292468
224	0.1221366499
225	0.1219823554
226	0.1213679794
227	0.1209131966
228	0.1204894014
229	0.1199283282
230	0.119817351
231	0.1194883876
232	0.1192467059
233	0.1189685591
234	0.1185485384
235	0.1181144959
236	0.1175873996
237	0.1171688661
238	0.1166511606
239	0.1162189628
240	0.1158236839
241	0.1154487618
242	0.1150093906
243	0.1144999129
244	0.1142334567
245	0.113914448
246	0.1136054844
247	0.1131237473
248	0.1129405242
249	0.1126607072
250	0.1119848044
251	0.1117106618
252	0.1111432998
253	0.1108920659
254	0.110784068
255	0.1105285853
256	0.1104039888
257	0.1099838787
258	0.1094534813
259	0.1091054296
260	0.1087212655
261	0.1084219644
262	0.1082014337
263	0.1079397321
264	0.1077785958
265	0.1075736806
266	0.1072593463
267	0.1069085412
268	0.1066768746
269	0.106177734
270	0.1057963384
271	0.1053543369
272	0.1049817281
273	0.1047060945
274	0.1045432837
275	0.1042892152
276	0.1039413059
277	0.1036611353
278	0.1033991912
279	0.1030588104
280	0.102808492
281	0.102535673
282	0.1023278237
283	0.1020034103
284	0.1015994458
285	0.1012874946
286	0.1010870818
287	0.1009335948
288	0.1008585845
289	0.1006088467
290	0.1004537164
291	0.1002297795
292	0.1001199187
293	0.09982398598
294	0.09964109942
295	0.09952340536
296	0.09929219598
297	0.09889835933
298	0.09869887877
299	0.09856610278
300	0.09809848944
301	0.0979597427
302	0.09776761834
303	0.09760615422
304	0.0973824343
305	0.09716068346
306	0.09688863758
307	0.09655933186
308	0.09627160364
309	0.09597724568
310	0.09573204912
311	0.09544313894
312	0.09512196599
313	0.09501981815
314	0.09483404364
315	0.09470972712
316	0.09431830347
317	0.09407349381
318	0.09389800898
319	0.09368082882
320	0.09350846237
321	0.09326245906
322	0.09300907199
323	0.09291568117
324	0.09251046707
325	0.09230534248
326	0.09211042434
327	0.09190527219
328	0.09168818962
329	0.09148100023
330	0.09118383716
331	0.09085433744
332	0.09052285645
333	0.09028615432
334	0.09014089737
335	0.08988666037
336	0.08955223131
337	0.08930060682
338	0.08910447105
339	0.0888269191
340	0.08872072152
341	0.08850724156
342	0.08827858021
343	0.08804204519
344	0.08781868233
345	0.08754355331
346	0.08733865007
347	0.08718148276
348	0.08703246138
349	0.08685533955
350	0.08675678862
351	0.08649005558
352	0.08633886646
353	0.08616185275
354	0.08609384617
355	0.0858568269
356	0.08554291094
357	0.08537502165
358	0.08511245335
359	0.08500135546
360	0.08492166283
361	0.0848095576
362	0.08467878938
363	0.0843752303
364	0.08428454979
365	0.08412890196
366	0.08395680485
367	0.0836338414
368	0.0835210369
369	0.08334227781
370	0.08317931539
371	0.08303085553
372	0.08286271937
373	0.08274100154
374	0.08257741132
375	0.08224446063
376	0.08208646596
377	0.08185021081
378	0.08150026873
379	0.08121874965
380	0.08106495947
381	0.08098928261
382	0.08069945376
383	0.08054263958
384	0.08035548851
385	0.08012027625
386	0.07992903291
387	0.07958019685
388	0.07950950057
389	0.07936690972
390	0.07919269014
391	0.07908502827
392	0.07870845312
393	0.07853248757
394	0.07821552725
395	0.07807521656
396	0.07789561439
397	0.07776165164
398	0.07755483641
399	0.07746695338
400	0.07734624901
401	0.07710494302
402	0.07685921616
403	0.07676582065
404	0.07667749145
405	0.07649933705
406	0.07626634011
407	0.07611515105
408	0.0759295038
409	0.07586638316
410	0.07578424951
411	0.07561233782
412	0.07550435434
413	0.0753332272
414	0.0751744157
415	0.07506930463
416	0.0748993311
417	0.07472583796
418	0.07456680382
419	0.07446229391
420	0.07426897031
421	0.07413272955
422	0.07397631127
423	0.07382122002
424	0.07366748414
425	0.07339703281
426	0.0732730668
427	0.07321264524
428	0.07308327466
429	0.07289982334
430	0.07278346764
431	0.07253890436
432	0.07245008472
433	0.07212142931
434	0.07197988575
435	0.07175247635
436	0.07157317555
437	0.07139586266
438	0.07122272344
439	0.07112111849
440	0.07094205103
441	0.07079826787
442	0.07062779025
443	0.07054538298
444	0.07043691699
445	0.07021473572
446	0.07005935044
447	0.06978813617
448	0.06968456309
449	0.06954971559
450	0.06946808245
451	0.06933735622
452	0.06924815512
453	0.0691789923
454	0.06888155388
455	0.0687910233
456	0.06864776396
457	0.06850762864
458	0.06821784397
459	0.06810340007
460	0.06789952622
461	0.06784142827
462	0.06770692172
463	0.06753733109
464	0.06740863923
465	0.06737171407
466	0.06731743606
467	0.06721858007
468	0.06714998272
469	0.06693146783
470	0.06679535448
471	0.06670755928
472	0.06664771334
473	0.06656004182
474	0.06634295436
475	0.06617197285
476	0.0660105489
477	0.06586718713
478	0.06562106952
479	0.06544000611
480	0.06532331797
481	0.06526464969
482	0.06519608244
483	0.06508209293
484	0.06495428145
485	0.0647720141
486	0.06467392323
487	0.06459284529
488	0.06442500097
489	0.0643129626
490	0.06422228991
491	0.06414025473
492	0.06404988698
493	0.06399748153
494	0.06392001053
495	0.0638103219
496	0.06363440392
497	0.06355287203
498	0.06345183086
499	0.06325304983
500	0.06311658017
501	0.0629613742
502	0.06286806824
503	0.06270631729
504	0.0626594204
505	0.06248187253
506	0.06240949349
507	0.0623091923
508	0.06224237263
509	0.0619890381
510	0.06189616709
511	0.06181491819
512	0.06173241028
513	0.06168033085
514	0.06145839975
515	0.06139719093
516	0.06131314212
517	0.06126179012
518	0.06118157457
519	0.060974919
520	0.06086462131
521	0.06065298729
522	0.06057616395
523	0.06036428695
524	0.0602760965
525	0.0601817647
526	0.06007571225
527	0.05995323953
528	0.05983782332
529	0.05968660611
530	0.05959776901
531	0.05943620499
532	0.05931640232
533	0.05925295054
534	0.05913912789
535	0.05904770873
536	0.05900098952
537	0.05894441684
538	0.05880763976
539	0.05869879394
540	0.05858747921
541	0.05839777246
542	0.05833872638
543	0.05830177759
544	0.0582154184
545	0.05813058007
546	0.05804989
547	0.05792523732
548	0.05782379452
549	0.05768337956
550	0.0575835996
551	0.05745961462
552	0.05735285036
553	0.05714639772
554	0.05704569925
555	0.05694870039
556	0.05685069487
557	0.05672320478
558	0.05657859495
559	0.0564841853
560	0.05644778187
561	0.05629253828
562	0.05616135651
563	0.05601874299
564	0.05596261318
565	0.05590000539
566	0.05582947071
567	0.05575570712
568	0.05557636322
569	0.05548703846
570	0.05543674212
571	0.05537033705
572	0.05530512597
573	0.05521078336
574	0.05512660253
575	0.05507473822
576	0.05500786769
577	0.0549312807
578	0.05481087941
579	0.05468937914
580	0.05463229684
581	0.05458190413
582	0.05450116339
583	0.05444670782
584	0.05434748223
585	0.05427753178
586	0.0542357686
587	0.05412812941
588	0.05399723552
589	0.05395948278
590	0.05389744154
591	0.05380308849
592	0.05369940233
593	0.0535636458
594	0.05338462432
595	0.05328162937
596	0.0531831891
597	0.05310998014
598	0.05298872248
599	0.05284155092
600	0.05269838381
601	0.05257623452
602	0.05249727244
603	0.05242226264
604	0.0522918559
605	0.0522141835
606	0.05213731315
607	0.05199942408
608	0.0519102421
609	0.05185091895
610	0.05176549532
611	0.05167217679
612	0.05154982286
613	0.05148327824
614	0.05139671503
615	0.05131478996
616	0.05120762738
617	0.05114435016
618	0.05107358976
619	0.05099134032
620	0.05090120794
621	0.05081580622
622	0.05067088374
623	0.05053715554
624	0.05043688637
625	0.05037764114
626	0.05024451391
627	0.05017746041
628	0.050117567
629	0.05002403539
630	0.04993274365
631	0.04990464015
632	0.04985136912
633	0.04978460657
634	0.0497207798
635	0.04965763903
636	0.04946520103
637	0.04937878654
638	0.04923390806
639	0.04916327006
640	0.04910436729
641	0.04902184492
642	0.04889039165
643	0.04882585368
644	0.04874831147
645	0.04864265113
646	0.04856206261
647	0.04845983934
648	0.04837422932
649	0.04831393726
650	0.04826140549
651	0.04823500436
652	0.04810650323
653	0.04805705631
654	0.04795800441
655	0.04789101549
656	0.04779643063
657	0.04769832131
658	0.04762774311
659	0.0475577303
660	0.04740574091
661	0.04735750593
662	0.04727240123
663	0.04720307369
664	0.04714635369
665	0.04707730888
666	0.04701860239
667	0.04697769907
668	0.04692213442
669	0.0468303488
670	0.04676884767
671	0.04664076951
672	0.04656270626
673	0.04647765258
674	0.04633594675
675	0.04625366851
676	0.04623500662
677	0.04618374958
678	0.04611009652
679	0.04606835498
680	0.04599969272
681	0.04591923791
682	0.04586745717
683	0.04574914603
684	0.04565823441
685	0.04561952201
686	0.04556034164
687	0.04543470157
688	0.04536618892
689	0.0452881623
690	0.04520034
691	0.04513463872
692	0.04499194747
693	0.04492262592
694	0.04485473214
695	0.04480549675
696	0.04472885384
697	0.04469019283
698	0.04462103557
699	0.04457988599
700	0.04447735027
701	0.04437413471
702	0.0443308842
703	0.04426018818
704	0.04422670133
705	0.04410908222
706	0.04399408905
707	0.04390913594
708	0.04378122368
709	0.04370765877
710	0.04365978444
711	0.04359754543
712	0.04356404264
713	0.04351594608
714	0.04345263415
715	0.04339783585
716	0.04322342821
717	0.04313253507
718	0.04307142862
719	0.04295857924
720	0.04280134068
721	0.04271987063
722	0.04263036812
723	0.04254416239
724	0.04248995904
725	0.04241507718
726	0.04233355559
727	0.04229875915
728	0.04226024144
729	0.04217806961
730	0.04212345702
731	0.04208902792
732	0.04201983497
733	0.04195724555
734	0.04188989956
735	0.04180881404
736	0.04171368437
737	0.04166818616
738	0.04161741834
739	0.04156400393
740	0.04149852962
741	0.04135815269
742	0.04129824685
743	0.041216758
744	0.04114998273
745	0.04108284732
746	0.04101365198
747	0.04096881576
748	0.04085262687
749	0.04081681643
750	0.04077316553
751	0.04070609522
752	0.04067167565
753	0.04064048201
754	0.04058833594
755	0.0404897171
756	0.04046624304
757	0.04040395315
758	0.04031327471
759	0.04028110888
760	0.04022163204
761	0.04009146984
762	0.04001440942
763	0.03993691899
764	0.03988637077
765	0.03982628293
766	0.03980763714
767	0.03972123317
768	0.0396809165
769	0.03964281247
770	0.0395678538
771	0.03948144946
772	0.03938425697
773	0.03934211161
774	0.0393007618
775	0.03921148308
776	0.03910366446
777	0.03901352951
778	0.03897502707
779	0.0388847399
780	0.0388309675
781	0.03878354577
782	0.03874331862
783	0.03869799271
784	0.03860448548
785	0.03854336248
786	0.03851223355
787	0.03846137865
788	0.0383695025
789	0.03830989909
790	0.03823208744
791	0.03818440947
792	0.0381589778
793	0.03809012898
794	0.03806543723
795	0.03799736692
796	0.03792263429
797	0.03788819837
798	0.03781676431
799	0.03775896646
800	0.03765093943
801	0.0375853715
802	0.03753652518
803	0.03749426091
804	0.03744265636
805	0.03741764089
806	0.03735342876
807	0.03732013007
808	0.0372618208
809	0.03714500613
810	0.03707486266
811	0.03703716406
812	0.03699708084
813	0.03697090227
814	0.03690940262
815	0.036838527
816	0.03679851368
817	0.0367577283
818	0.03672638147
819	0.03671138006
820	0.03665753355
821	0.03660293425
822	0.03653310306
823	0.0365074267
824	0.03647010216
825	0.03646129677
826	0.03638406004
827	0.03635412475
828	0.03628340843
829	0.03623553616
830	0.0361979449
831	0.03616341403
832	0.03611757783
833	0.03607377702
834	0.03602389243
835	0.03597470834
836	0.03591629405
837	0.03586430091
838	0.03572960134
839	0.03569754267
840	0.03563646639
841	0.03554400695
842	0.03551412966
843	0.03543938129
844	0.03536970134
845	0.03532957974
846	0.03529782698
847	0.0351789362
848	0.03512759361
849	0.03508149036
850	0.03505726686
851	0.03499116951
852	0.0349414675
853	0.03489996922
854	0.03486156348
855	0.03481930822
856	0.03478685022
857	0.03474055238
858	0.03468687664
859	0.03461329002
860	0.03458681915
861	0.03455307992
862	0.03451425886
863	0.03444862438
864	0.03442143553
865	0.03433410942
866	0.03424937981
867	0.03421445481
868	0.03415761568
869	0.03413871989
870	0.03409653995
871	0.03406661988
872	0.03403553427
873	0.03400965426
874	0.03396728923
875	0.03394515938
876	0.03387575016
877	0.0338149979
878	0.03376558295
879	0.03371799586
880	0.03368128859
881	0.03365873799
882	0.0336301377
883	0.0335983741
884	0.03356966109
885	0.0335367679
886	0.0334792631
887	0.03341149021
888	0.0332968294
889	0.03326320399
890	0.03320776853
891	0.03314040952
892	0.03310750401
893	0.03305518449
894	0.03303528044
895	0.03297245532
896	0.03292133494
897	0.03282948841
898	0.03280667246
899	0.03278488966
900	0.03272579262
901	0.032680956
902	0.03264143177
903	0.03260167963
904	0.03253733799
905	0.03247952366
906	0.03245398873
907	0.03237461769
908	0.03230212173
909	0.03226137262
910	0.03222843062
911	0.0322063056
912	0.03216164994
913	0.03210589339
914	0.03206589428
915	0.03203023764
916	0.03200219644
917	0.03196869092
918	0.03193613626
919	0.0319022544
920	0.03185654103
921	0.0318161162
922	0.03177463539
923	0.03172714522
924	0.03170710022
925	0.03166275347
926	0.03157897491
927	0.03152996765
928	0.03147153687
929	0.03144272837
930	0.0313482662
931	0.03130668085
932	0.03128288095
933	0.03125312359
934	0.03122341192
935	0.0311700376
936	0.03114657817
937	0.03108554158
938	0.03103168131
939	0.03099563013
940	0.03095374123
941	0.03091172247
942	0.03083610318
943	0.03076051905
944	0.03071754011
945	0.03066678169
946	0.03060523546
947	0.03056098459
948	0.03050098909
949	0.03045115019
950	0.03037207057
951	0.03032644028
952	0.03031706812
953	0.03028784999
954	0.03022913366
955	0.03016805101
956	0.03013852137
957	0.03012683519
958	0.03010019406
959	0.03003792453
960	0.02999804657
961	0.02995783755
962	0.02992854842
963	0.02990470418
964	0.029888651
965	0.02982951658
966	0.02978010107
967	0.02974437831
968	0.02971799589
969	0.02967264237
970	0.0296462555
971	0.02960295524
972	0.0295746068
973	0.02955099306
974	0.02953044815
975	0.02948509173
976	0.02945468793
977	0.02942658816
978	0.02936761056
979	0.02934225557
980	0.02931495113
981	0.02926346091
982	0.02923531226
983	0.02920134934
984	0.02915236921
985	0.02910353557
986	0.02905989694
987	0.02904964174
988	0.02900920943
989	0.02895585488
990	0.02891568509
991	0.02889918137
992	0.02886990807
993	0.02884621187
994	0.02880430723
995	0.02878512466
996	0.02873762526
997	0.02870369288
998	0.02866677855
999	0.02865010254
